epoch,step,t_acc,t_loss,t_prec_M,t_prec_class_0,t_prec_class_1,t_prec_class_2,t_prec_weighted_epoch,t_prec_weighted_step,t_rec_M,t_rec_class_0,t_rec_class_1,t_rec_class_2,t_rec_weighted,val_acc,val_loss,val_prec,val_prec_class_0,val_prec_class_1,val_prec_class_2,val_rec,val_rec_class_0,val_rec_class_1,val_rec_class_2
24,2474,,,,,,,,,,,,,,0.9383333325386047,0.6358569264411926,0.9451596140861511,0.965481162071228,0.9169260859489441,0.9400519728660583,0.9383333325386047,0.9724976420402527,0.9435135126113892,0.897007942199707
24,2474,0.940025269985199,0.1774369180202484,0.9359849691390991,0.9484448432922363,0.9188711047172546,0.9406399726867676,0.9490905404090881,,0.9452300667762756,0.9566144943237305,0.9540082216262817,0.9250688552856445,0.940025269985199,,,,,,,,,,
25,2499,,,,,,,,0.8560606241226196,,,,,,,,,,,,,,,
25,2549,,,,,,,,1.0,,,,,,,,,,,,,,,
25,2573,,,,,,,,,,,,,,0.9358333349227905,0.6344797015190125,0.9433705806732178,0.9849178194999695,0.8885536789894104,0.9376514554023743,0.9358333349227905,0.9477580785751343,0.9603342413902283,0.9072234034538269
25,2573,0.9469696879386902,0.1636454313993454,0.9440207481384277,0.9523083567619324,0.938418984413147,0.9413354396820068,0.9557433724403381,,0.953701376914978,0.9630892276763916,0.9505706429481506,0.947445809841156,0.9469696879386902,,,,,,,,,,
26,2599,,,,,,,,1.0,,,,,,,,,,,,,,,
26,2649,,,,,,,,0.9210858345031738,,,,,,,,,,,,,,,
26,2672,,,,,,,,,,,,,,0.9316666722297668,0.637786328792572,0.9375522136688232,0.951051652431488,0.9090700149536133,0.9380212426185608,0.9316666722297668,0.9685449004173279,0.935974657535553,0.894173800945282
26,2672,0.9485479593276978,0.15260963141918182,0.9446963667869568,0.9542431235313416,0.9323237538337708,0.9475231170654297,0.9561715126037598,,0.953915536403656,0.9596938490867615,0.96358323097229,0.9384697675704956,0.9485479593276978,,,,,,,,,,
27,2699,,,,,,,,0.934374988079071,,,,,,,,,,,,,,,
27,2749,,,,,,,,0.9513888955116272,,,,,,,,,,,,,,,
27,2771,,,,,,,,,,,,,,0.934166669845581,0.6300209164619446,0.941803514957428,0.9734849333763123,0.8741570115089417,0.9576187133789062,0.934166669845581,0.9618436694145203,0.9646046161651611,0.8827831149101257
27,2771,0.9545454382896423,0.139692023396492,0.9496937990188599,0.9598419666290283,0.9378710389137268,0.9513694047927856,0.9611377120018005,,0.9602637887001038,0.9626227617263794,0.9689751267433167,0.949194073677063,0.9545454382896423,,,,,,,,,,
28,2799,,,,,,,,0.971875011920929,,,,,,,,,,,,,,,
28,2849,,,,,,,,0.9064867496490479,,,,,,,,,,,,,,,
28,2870,,,,,,,,,,,,,,0.9391666650772095,0.6287383437156677,0.9461144804954529,0.9820526242256165,0.9243165254592896,0.9157271385192871,0.9391666650772095,0.9633597731590271,0.936721682548523,0.9268525242805481
28,2870,0.9523358345031738,0.14619840681552887,0.9488829970359802,0.9577407836914062,0.9367493987083435,0.9521586894989014,0.95889812707901,,0.9570763111114502,0.9679693579673767,0.9649817943572998,0.9382776021957397,0.9523358345031738,,,,,,,,,,
29,2899,,,,,,,,1.0,,,,,,,,,,,,,,,
29,2949,,,,,,,,1.0,,,,,,,,,,,,,,,
29,2969,,,,,,,,,,,,,,0.9300000071525574,0.6395637392997742,0.9397896528244019,0.9847691059112549,0.8528587818145752,0.9579461812973022,0.9300000071525574,0.9520580768585205,0.9784610271453857,0.8650217652320862
29,2969,0.9532828330993652,0.14149761199951172,0.948757529258728,0.9594200253486633,0.9399577379226685,0.9468952417373657,0.9598814249038696,,0.9581027030944824,0.9617193341255188,0.9662022590637207,0.9463871717453003,0.9532828330993652,,,,,,,,,,
30,2999,,,,,,,,0.9709821343421936,,,,,,,,,,,,,,,
30,3049,,,,,,,,0.97265625,,,,,,,,,,,,,,,
30,3068,,,,,,,,,,,,,,0.9350000023841858,0.6282127499580383,0.9436586499214172,0.9879461526870728,0.8807942867279053,0.9407488107681274,0.9350000023841858,0.9622176885604858,0.9599013328552246,0.8813101053237915
30,3068,0.9611742496490479,0.1276514232158661,0.9586517810821533,0.9624571204185486,0.9495797157287598,0.9639192223548889,0.9673588871955872,,0.9657005667686462,0.967504620552063,0.9716476202011108,0.957950234413147,0.9611742496490479,,,,,,,,,,
31,3099,,,,,,,,0.9715909361839294,,,,,,,,,,,,,,,
31,3149,,,,,,,,0.9158653616905212,,,,,,,,,,,,,,,
31,3167,,,,,,,,,,,,,,0.9399999976158142,0.6303024291992188,0.9475473165512085,0.9755701422691345,0.9131773710250854,0.9329036474227905,0.9399999976158142,0.9660382866859436,0.9476432204246521,0.9146902561187744
31,3167,0.9577020406723022,0.13270166516304016,0.9528361558914185,0.959449291229248,0.9491880536079407,0.9498718976974487,0.9649056196212769,,0.9634554982185364,0.9687436819076538,0.9668389558792114,0.9547850489616394,0.9577020406723022,,,,,,,,,,
32,3199,,,,,,,,0.949999988079071,,,,,,,,,,,,,,,
32,3249,,,,,,,,1.0,,,,,,,,,,,,,,,
32,3266,,,,,,,,,,,,,,0.9325000047683716,0.6296253800392151,0.9399561285972595,0.9819865822792053,0.9109020829200745,0.9074856638908386,0.9325000047683716,0.9588850140571594,0.9343535304069519,0.9045974612236023
32,3266,0.9715909361839294,0.11117883026599884,0.9681768417358398,0.9720342755317688,0.959631085395813,0.9728657007217407,0.9751470685005188,,0.9759390354156494,0.9816136956214905,0.9806987643241882,0.9655053615570068,0.9715909361839294,,,,,,,,,,
33,3299,,,,,,,,0.9375,,,,,,,,,,,,,,,
33,3349,,,,,,,,1.0,,,,,,,,,,,,,,,
33,3365,,,,,,,,,,,,,,0.934166669845581,0.6292194128036499,0.9409663081169128,0.9865397214889526,0.9199463129043579,0.8985046148300171,0.934166669845581,0.9621862769126892,0.9098019599914551,0.9323368072509766
33,3365,0.9665403962135315,0.11706142127513885,0.9617317318916321,0.9682624340057373,0.9551802277565002,0.9617533087730408,0.9725292325019836,,0.9717631340026855,0.9720603823661804,0.9743428230285645,0.9688867330551147,0.9665403962135315,,,,,,,,,,
34,3399,,,,,,,,0.9488636255264282,,,,,,,,,,,,,,,
34,3449,,,,,,,,0.953125,,,,,,,,,,,,,,,
34,3464,,,,,,,,,,,,,,0.9399999976158142,0.6287981271743774,0.945816159248352,0.9708425998687744,0.9198306202888489,0.9401338696479797,0.9399999976158142,0.9779401421546936,0.9517014622688293,0.8892171382904053
34,3464,0.971275269985199,0.09731662273406982,0.9697717428207397,0.9710466861724854,0.9611301422119141,0.977138876914978,0.9748986959457397,,0.9740952253341675,0.9751198291778564,0.98253333568573,0.9646336436271667,0.971275269985199,,,,,,,,,,
35,3499,,,,,,,,0.97265625,,,,,,,,,,,,,,,
35,3549,,,,,,,,1.0,,,,,,,,,,,,,,,
35,3563,,,,,,,,,,,,,,0.9183333516120911,0.6509101390838623,0.9262655377388,0.9415582418441772,0.9477668404579163,0.8720574975013733,0.9183333516120911,0.9677132964134216,0.8469142317771912,0.9189716577529907
35,3563,0.964330792427063,0.107749342918396,0.9607133269309998,0.9633628129959106,0.9476567506790161,0.9711208343505859,0.9706240296363831,,0.9700583815574646,0.9695889353752136,0.9734205007553101,0.9671666026115417,0.964330792427063,,,,,,,,,,
36,3599,,,,,,,,0.971875011920929,,,,,,,,,,,,,,,
36,3649,,,,,,,,1.0,,,,,,,,,,,,,,,
36,3662,,,,,,,,,,,,,,0.9316666722297668,0.6286805868148804,0.9371431469917297,0.9618991017341614,0.9045962691307068,0.9252986907958984,0.9316666722297668,0.9709976315498352,0.9315634965896606,0.8961315155029297
36,3662,0.9794823527336121,0.08056481182575226,0.9772463440895081,0.9795371294021606,0.9727810025215149,0.9794214367866516,0.9820048809051514,,0.981453537940979,0.9839274287223816,0.9860782623291016,0.9743554592132568,0.9794823527336121,,,,,,,,,,
37,3699,,,,,,,,0.8697916865348816,,,,,,,,,,,,,,,
37,3749,,,,,,,,1.0,,,,,,,,,,,,,,,
37,3761,,,,,,,,,,,,,,0.9399999976158142,0.6232601404190063,0.945281982421875,0.98641437292099,0.9199883937835693,0.9163544774055481,0.9399999976158142,0.9680762887001038,0.9345374703407288,0.9202058911323547
37,3761,0.9785353541374207,0.08437583595514297,0.9762580990791321,0.9764388799667358,0.9702387452125549,0.9820975661277771,0.9820351004600525,,0.9818404316902161,0.9780136346817017,0.9899401664733887,0.9775680899620056,0.9785353541374207,,,,,,,,,,
38,3799,,,,,,,,1.0,,,,,,,,,,,,,,,
38,3849,,,,,,,,1.0,,,,,,,,,,,,,,,
38,3860,,,,,,,,,,,,,,0.9375,0.6267632842063904,0.941725492477417,0.964179277420044,0.9314349293708801,0.9139741063117981,0.9375,0.977607011795044,0.9193152785301208,0.9114232659339905
38,3860,0.9785353541374207,0.08190459758043289,0.9754833579063416,0.9782770872116089,0.969578742980957,0.9785944819450378,0.9819048643112183,,0.9819779992103577,0.9788407683372498,0.9883235692977905,0.9787705540657043,0.9785353541374207,,,,,,,,,,
39,3899,,,,,,,,1.0,,,,,,,,,,,,,,,
39,3949,,,,,,,,0.9709821343421936,,,,,,,,,,,,,,,
39,3959,,,,,,,,,,,,,,0.934166669845581,0.624330997467041,0.9423499703407288,0.9734563231468201,0.9102609157562256,0.9275376200675964,0.934166669845581,0.9666672945022583,0.9437878131866455,0.8859625458717346
39,3959,0.9797979593276978,0.07817709445953369,0.9778448343276978,0.9749406576156616,0.9770758748054504,0.9815182089805603,0.9824970364570618,,0.9829066395759583,0.982170581817627,0.9885066747665405,0.9780437350273132,0.9797979593276978,,,,,,,,,,
40,3999,,,,,,,,0.9375,,,,,,,,,,,,,,,
40,4049,,,,,,,,1.0,,,,,,,,,,,,,,,
40,4058,,,,,,,,,,,,,,0.940833330154419,0.6227670311927795,0.9504542946815491,0.9864487648010254,0.9155358076095581,0.9184474945068359,0.940833330154419,0.9738605618476868,0.9227754473686218,0.9222403168678284
40,4058,0.9810606241226196,0.07811267673969269,0.978338897228241,0.984105110168457,0.9728257656097412,0.978085994720459,0.9838359951972961,,0.9837201833724976,0.9829418063163757,0.9884270429611206,0.9797916412353516,0.9810606241226196,,,,,,,,,,
41,4099,,,,,,,,1.0,,,,,,,,,,,,,,,
41,4149,,,,,,,,1.0,,,,,,,,,,,,,,,
41,4157,,,,,,,,,,,,,,0.9399999976158142,0.6231170892715454,0.9447925090789795,0.9750086665153503,0.9317910671234131,0.9238924384117126,0.9399999976158142,0.9745287895202637,0.946299135684967,0.8993546366691589
41,4157,0.9788510203361511,0.07819624990224838,0.9742699861526489,0.9755322337150574,0.9676371812820435,0.9796416163444519,0.982367992401123,,0.9811210036277771,0.9784498810768127,0.9873848557472229,0.9775288105010986,0.9788510203361511,,,,,,,,,,
42,4199,,,,,,,,0.9732142686843872,,,,,,,,,,,,,,,
42,4249,,,,,,,,1.0,,,,,,,,,,,,,,,
42,4256,,,,,,,,,,,,,,0.9416666626930237,0.6226916909217834,0.9505818486213684,0.9870597124099731,0.9128131866455078,0.9278924465179443,0.9416666626930237,0.9666062593460083,0.9445129632949829,0.911783754825592
42,4256,0.9810606241226196,0.0768667459487915,0.9779285192489624,0.9796544909477234,0.9719609618186951,0.9821703433990479,0.9841727614402771,,0.9839046597480774,0.9793353080749512,0.9877173900604248,0.9846623539924622,0.9810606241226196,,,,,,,,,,
43,4299,,,,,,,,1.0,,,,,,,,,,,,,,,
43,4349,,,,,,,,1.0,,,,,,,,,,,,,,,
43,4355,,,,,,,,,,,,,,0.934166669845581,0.6234912872314453,0.9397333860397339,0.9769969582557678,0.9024527072906494,0.9266107082366943,0.934166669845581,0.9681738018989563,0.9441016912460327,0.8886564373970032
43,4355,0.9769570827484131,0.08021048456430435,0.9733980894088745,0.9808990955352783,0.9672185182571411,0.9720771312713623,0.9803993701934814,,0.9805252552032471,0.9762146472930908,0.9832752346992493,0.982086718082428,0.9769570827484131,,,,,,,,,,
44,4399,,,,,,,,1.0,,,,,,,,,,,,,,,
44,4449,,,,,,,,1.0,,,,,,,,,,,,,,,
44,4454,,,,,,,,,,,,,,0.9391666650772095,0.6232204437255859,0.9450955390930176,0.983374834060669,0.9075900316238403,0.9258434176445007,0.9391666650772095,0.9670301079750061,0.9372318387031555,0.90584796667099
44,4454,0.9829545617103577,0.06904979795217514,0.9811078310012817,0.9859908223152161,0.9752061367034912,0.9821270108222961,0.985261857509613,,0.9855363368988037,0.9813310503959656,0.9919690489768982,0.983309805393219,0.9829545617103577,,,,,,,,,,
45,4499,,,,,,,,1.0,,,,,,,,,,,,,,,
45,4549,,,,,,,,1.0,,,,,,,,,,,,,,,
45,4553,,,,,,,,,,,,,,0.9383333325386047,0.6225268840789795,0.9437690377235413,0.978464663028717,0.9060732126235962,0.9308856129646301,0.9383333325386047,0.9664194583892822,0.9489349126815796,0.9051939845085144
45,4553,0.9823232293128967,0.07125533372163773,0.9798043966293335,0.9797467589378357,0.9787261486053467,0.9809406399726868,0.9847596883773804,,0.9849389791488647,0.9847265481948853,0.9885709285736084,0.9815200567245483,0.9823232293128967,,,,,,,,,,
46,4599,,,,,,,,1.0,,,,,,,,,,,,,,,
46,4649,,,,,,,,0.9722222089767456,,,,,,,,,,,,,,,
46,4652,,,,,,,,,,,,,,0.940833330154419,0.6240485906600952,0.946012556552887,0.9784256815910339,0.9208775758743286,0.9186459183692932,0.940833330154419,0.9694704413414001,0.9309754371643066,0.9235737919807434
46,4652,0.9801136255264282,0.07084867358207703,0.9766506552696228,0.9798078536987305,0.9741800427436829,0.9759650826454163,0.9837707877159119,,0.9832602739334106,0.9828016757965088,0.9831234812736511,0.983856201171875,0.9801136255264282,,,,,,,,,,
47,4699,,,,,,,,0.97265625,,,,,,,,,,,,,,,
47,4749,,,,,,,,1.0,,,,,,,,,,,,,,,
47,4751,,,,,,,,,,,,,,0.9366666674613953,0.6220784783363342,0.9426456689834595,0.9766355156898499,0.9051074981689453,0.9341508746147156,0.9366666674613953,0.9706124663352966,0.951946496963501,0.8809112310409546
47,4751,0.9823232293128967,0.06982532888650894,0.9801903963088989,0.9752678871154785,0.981537401676178,0.9837664365768433,0.9846282601356506,,0.9842618703842163,0.9800178408622742,0.986045241355896,0.9867227673530579,0.9823232293128967,,,,,,,,,,
48,4799,,,,,,,,1.0,,,,,,,,,,,,,,,
48,4849,,,,,,,,0.9401041865348816,,,,,,,,,,,,,,,
48,4850,,,,,,,,,,,,,,0.9449999928474426,0.623349130153656,0.950380265712738,0.9843266606330872,0.9336450099945068,0.9164857864379883,0.9449999928474426,0.9718823432922363,0.9362838864326477,0.9318854808807373
48,4850,0.9804292917251587,0.07163304835557938,0.976840078830719,0.9751011729240417,0.9704865217208862,0.9849332571029663,0.9836211800575256,,0.9834797382354736,0.9801686406135559,0.9880731105804443,0.982197642326355,0.9804292917251587,,,,,,,,,,
49,4899,,,,,,,,1.0,,,,,,,,,,,,,,,
49,4949,,,,,,,,1.0,,,,,,,,,,,,,,,
49,4949,,,,,,,,,,,,,,0.9416666626930237,0.6224148273468018,0.9475550055503845,0.9809529781341553,0.9259231686592102,0.9139720797538757,0.9416666626930237,0.9726282954216003,0.9296448826789856,0.924220860004425
49,4949,0.9829545617103577,0.07017282396554947,0.9795669913291931,0.9790177941322327,0.9739217162132263,0.9857622385025024,0.9862073659896851,,0.9860028624534607,0.9842469096183777,0.987582802772522,0.986179769039154,0.9829545617103577,,,,,,,,,,
